date,run_pipeline,Channel Name,sampleid,method,sub_method,condition,replicate,tissue,Lane,Index,project,project_orig,reference,chemistry,flowcell,seq_dir,min_umis,min_genes,percent_mito,cellbender_expected_cells,cellbender_total_droplets_included,focus,append,calc_signature_scores,introns,batch
2022_06_27,FALSE,channel1,FF06997632,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HG5HJDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220703_SL-NVL_0770_AHG5HJDRX2,400,200,20,1000,15000,,,,TRUE,batch1
2022_06_27,FALSE,channel1,FF06997632_2,rna,rna,nuclei,channel2,pbmc,*,SI-TT-E3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,1000,15000,,,,TRUE,batch1
2022_07_27,FALSE,channel1,FF06997637,rna,rna,nuclei,channel1,pbmc,*,SI-TT-F6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,4000,40000,,,,TRUE,batch1
2022_07_18,FALSE,channel1,FF06997658,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D10,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,2000,40000,,,,TRUE,batch1
2022_03_24,FALSE,channel1,FF06997667,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B11,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,H3CNLDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220401_SL-NVN_0674_AH3CNLDRX2,400,200,20,3000,40000,,,,TRUE,batch1
2022_07_18,FALSE,channel1,FF06997698,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E10,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,3000,40000,,,,TRUE,batch1
2022_07_26,FALSE,channel1,FF06997861,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,2000,40000,,,,TRUE,batch1
2022_06_29,FALSE,channel1,FF06997959,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,5000,40000,,,,TRUE,batch1
2022_07_26,FALSE,channel1,FF06998008,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,5000,40000,,,,TRUE,batch1
2022_07_08,FALSE,channel1,FF06998050,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,8000,50000,,,,TRUE,batch1
2022_07_27,FALSE,channel1,FF06998186,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,3000,40000,,,,TRUE,batch1
2022_06_27,FALSE,channel1,FF06998280,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HG5HJDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220703_SL-NVL_0770_AHG5HJDRX2,400,200,20,3000,20000,,,,TRUE,batch1
2020_05_05,FALSE,channel1,FF06998314,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H8,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,H3CLWDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220511_SL-NVL_0718_AH3CLWDRX2,400,200,20,800,20000,,,,TRUE,batch1
