date,run_pipeline,Channel Name,sampleid,method,sub_method,condition,replicate,tissue,Lane,Index,project,project_orig,reference,chemistry,flowcell,seq_dir,min_umis,min_genes,percent_mito,cellbender_expected_cells,cellbender_total_droplets_included,focus,append,calc_signature_scores,introns,batch,instrument,fastq_workflow,notes
2023_05_16,FALSE,channel1,FF06996100,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-G12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF06996146,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-B12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF06996153,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF06996171,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-A11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_06_09,FALSE,channel1,FF06996219,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-H4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_06_09,FALSE,channel1,FF06996389,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-C5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF06996475,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-F11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_06_09,FALSE,channel1,FF06996482,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-H12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF06996662,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-G11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_06_09,FALSE,channel1,FF06996929,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF06997185,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-F9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF06997357,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-D12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_06_09,FALSE,channel1,FF06997708,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_06_09,FALSE,channel1,FF06997835,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-C4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF06998006,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-A12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_06_09,FALSE,channel1,FF06998244,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-B4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF08068223,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-F2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF08068251,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-B6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF08068265,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-C6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF08068353,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-H6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF08068369,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-A6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF08068499,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF08068642,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-F6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF08068697,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-D6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_06_09,FALSE,channel1,FF09458629_bambanker,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-D8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,nuclei storage pilot
2023_06_09,FALSE,channel1,FF09458762_nfm,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,nuclei storage pilot
2023_06_09,FALSE,channel1,FF09458839_nfm,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-F8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,nuclei storage pilot
2023_06_09,FALSE,channel1,FF09459023_bambanker,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-C8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,nuclei storage pilot
2023_06_09,FALSE,channel1,FF09459575,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-F4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_06_09,FALSE,channel1,FF09459592,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-B7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_06_09,FALSE,channel1,FF09459854,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-G4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,22523WLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF09459924,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-G2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF09460022,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-D2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF09460192,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
2023_05_16,FALSE,channel1,FF09460370,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-G6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,2235MGLT3,,400,200,20,1000,20000,,,,TRUE,batch3,NovaSeqX,bcl_convert,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
